57;1;Fruits Secs;50;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Fruits Secs;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
60;1;Crèmerie & Œufs;2;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Crèmerie & Œufs;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
70;1;Boissons;2;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Boissons;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
71;1;Jus & Softs;70;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Jus & Softs;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
72;1;Bières;70;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Bières;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
73;1;Vins & Bulles;70;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Vins & Bulles;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
74;1;Laits Végétaux;70;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Laits Végétaux;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
75;1;Cafés, Thés & Infusions;70;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Cafés, Thés & Infusions;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
90;1;Animalerie;2;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Animalerie;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
100;1;Cosmétiques;2;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Cosmétiques;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
101;1;Savons & Shampoings;100;0;Vos courses zéro déchets en ligne - Produit locaux, bio ou raisonnés - le tout dans des contenants consignés.;Savons & Shampoings;Vente de produit alimentaire dans des bocaux consignés et accessoires zéro déchet à Mulhouse en Drive - Alsace - M2A;https//bocodrive.fr/images/epices-en-bocaux.jpg
